3335909,0.866805,0
3335910,0.848815,0
3335911,0.843006,0
3335912,0.831201,0
3335913,0.820492,0
3335914,0.820372,0
3335915,0.840802,0
3335916,0.813563,0
3335917,0.792083,0
3335918,0.782454,0
3335919,0.846711,0
3335920,1.02006,0
3335921,1.18286,0
3335922,1.24605,0
3335923,1.25832,0
3335924,1.26975,0
3335925,1.25181,0
3335926,1.24915,0
3335927,1.36381,0
3335928,1.68461,0
3335929,1.75867,0
3335930,1.71656,0
3335931,1.71984,0
3335932,1.62665,0
3335933,1.52753,0
3335934,1.44931,0
3335935,1.33655,0
3335936,1.23547,0
3335937,1.14881,0
3335938,1.05899,0
3335939,0.967901,0
3335940,0.907981,0
3335941,0.872471,0
3335942,0.82398,0
3335943,0.773028,0
3335944,0.734813,0
3335945,0.720005,0
3335946,0.720624,0
3335947,0.7173,0
3335948,0.709813,0
3335949,0.686656,0
3335950,0.687629,0
3335951,0.815961,0
3335952,0.96298,0
3335953,1.07291,0
3335954,1.12446,0
3335955,1.13309,0
3335956,1.11917,0
3335957,1.122,0
3335958,1.11371,0
3335959,1.27082,0
3335960,1.50705,0
3335961,1.5027,0
3335962,1.45355,0
3335963,1.42307,0
3335964,1.32724,0
3335965,1.23391,0
3335966,1.15662,0
3335967,1.06576,0
3335968,0.987394,0
3335969,0.915347,0
3335970,0.846123,0
3335971,0.788897,0
3335972,0.750264,0
3335973,0.730031,0
3335974,0.707773,0
3335975,0.679532,0
3335976,0.665246,0
3335977,0.653102,0
3335978,0.648148,0
3335979,0.650946,0
3335980,0.642767,0
3335981,0.63625,0
3335982,0.746203,0
3335983,0.894297,0
3335984,1.00907,0
3335985,1.07644,0
3335986,1.09333,0
3335987,1.08373,0
3335988,1.04523,0
3335989,1.04937,0
3335990,1.17476,0
3335991,1.3963,0
3335992,1.39863,0
3335993,1.35439,0
3335994,1.32825,0
3335995,1.23394,0
3335996,1.14126,0
3335997,1.07271,0
3335998,1.04011,0
3335999,0.987504,0
3336000,0.919927,0
3336001,0.862724,0
3336002,0.811908,0
3336003,0.768829,0
3336004,0.734996,0
3336005,0.71675,0
3336006,0.710104,0
3336007,0.689364,0
3336008,0.689979,0
3336009,0.673265,0
3336010,0.672001,0
3336011,0.665111,0
3336012,0.677476,0
3336013,0.849903,0
3336014,1.01092,0
3336015,1.10991,0
3336016,1.18223,0
3336017,1.20115,0
3336018,1.18173,0
3336019,1.15494,0
3336020,1.27779,0
3336021,1.48482,0
3336022,1.54049,0
3336023,1.47602,0
3336024,1.44446,0
3336025,1.37533,0
3336026,1.27189,0
3336027,1.19281,0
3336028,1.12025,0
3336029,1.05498,0
3336030,0.998523,0
3336031,0.939852,0
3336032,0.881273,0
3336033,0.821654,0
3336034,0.776516,0
3336035,0.759612,0
3336036,0.74739,0
3336037,0.735446,0
3336038,0.730579,0
3336039,0.712859,0
3336040,0.698481,0
3336041,0.770087,0
3336042,0.906184,0
3336043,1.0361,0
3336044,1.12431,0
3336045,1.14034,0
3336046,1.13773,0
3336047,1.12285,0
3336048,1.11682,0
3336049,1.19225,0
3336050,1.42435,0
3336051,1.6096,0
3336052,1.58397,0
3336053,1.57235,0
3336054,1.52367,0
3336055,1.42403,0
3336056,1.33685,0
3336057,1.2546,0
3336058,1.16798,0
3336059,1.10258,0
3336060,1.05769,0
3336061,0.992745,0
3336062,0.926701,0
3336063,0.868042,0
3336064,0.824606,0
3336065,0.792962,0
3336066,0.772263,0
3336067,0.767925,0
3336068,0.773215,0
3336069,0.749999,0
3336070,0.734228,0
3336071,0.736429,0
3336072,0.897754,0
3336073,1.06655,0
3336074,1.1844,0
3336075,1.21138,0
3336076,1.20672,0
3336077,1.1995,0
3336078,1.18557,0
3336079,1.22208,0
3336080,1.48241,0
