s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,angle,time,session
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.001,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.002,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.003,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.004,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.005,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.006,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.007,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.008,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.034740625,0.009,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.01,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.011,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.012,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.013,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.014,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.015,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.016,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.017,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.018,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.019,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.02,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.021,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.022,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.023,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.024,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.025,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.026,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.027,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.002082226562,0.028,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.029,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.03,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.031,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.032,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.399609375,0.3609375,0.3609375,0.034740625,0.033,1
